Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
BigBen,@duador,2024-11-20T08:05:35.000Z,False,what about Israel ?,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1782363501668847616/Mow7HHSq_bigger.jpg,https://x.com/duador/status/1859146056438608282,tweet_id:1859146056438608282
OnunIsrael,@OnunIsrael,2024-11-20T08:05:33.000Z,False,Half of Messi's achievement is everything for Cristiano,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1855672960507412480/Sjb0LmvL_bigger.jpg,https://x.com/OnunIsrael/status/1859146046279946376,tweet_id:1859146046279946376
Milana,@Mewondermi,2024-11-20T08:05:33.000Z,False,"For example, an acquaintance who strives for justice for kids in Gaza, openly says all men are trash. She is proudly “woke”, my question is,what’s with your selective affection for groups & stereotyping when convenient.",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1842860493947412480/1Gd42LiW_bigger.jpg,https://x.com/Mewondermi/status/1859146045223301360,tweet_id:1859146045223301360
Brummy Taz,@brummytaz,2024-11-20T08:05:32.000Z,True,"That's so kind of you to say Saif. I wan't the world to see the beauty of Palestine, not just the horror, which is why i've switched up my posting to include their culture & soul in Poetry & Art.
I'll send you another piece of music soon & give you my thoughts on it next time.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1855391683397234688/3U7TYQoY_bigger.jpg,https://x.com/brummytaz/status/1859146043473957302,tweet_id:1859146043473957302
Omkar Paranjpe,@OmkarParanjpe1,2024-11-20T08:05:31.000Z,False,"It's called FAFO.

Releasing the hostages and doing a peace deal with Israel is always an option.

Did it ever occur to you that, in the last 40+ years Israel did not go to war with Egypt or Jordan?",0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/OmkarParanjpe1/status/1859146040202424528,tweet_id:1859146040202424528
Mamdouh Mohamed,@Mamdouh61167,2024-11-20T08:05:30.000Z,False,"The resistance in Gaza continues to display unparalleled courage, standing firm against a brutal occupation. These videos are a testament to their unwavering determination for freedom.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1753069679160000512/vVIkvLip_bigger.jpg,https://x.com/Mamdouh61167/status/1859146033223111142,tweet_id:1859146033223111142
Mark Miller,@MarkMiller73336,2024-11-20T08:05:28.000Z,True,Still going with Hamas.  Who took billions in aid and built tunnels under schools and hospitals.  Who placed innocent women and children in harms way.  Who keeps attacking even after Israel removed occupation from Gaza in 2005.  As long as “Palestinians” continue their attempts,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1854583326469693457/iIxVzJzu_bigger.jpg,https://x.com/MarkMiller73336/status/1859146026482835961,tweet_id:1859146026482835961
charisclaire,@silowistclaire,2024-11-20T08:05:28.000Z,True,Israel is a disgusting country.,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1805137304463482880/FgKA7g3D_bigger.jpg,https://x.com/silowistclaire/status/1859146026361516125,tweet_id:1859146026361516125
Audeo S,@audioshitehawk,2024-11-20T08:05:28.000Z,False,Waterbridge did not identify the  attackers but UN officials have said that powerful families in the south  of Gaza long known for their involvement in looting had been behind a  series of attacks on convoys in recent weeks.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1852428659539279872/Xh1VvICs_bigger.jpg,https://x.com/audioshitehawk/status/1859146025467785635,tweet_id:1859146025467785635
Free Palestine,@OmegaMegan1,2024-11-20T08:05:27.000Z,False,"Wrong, you're just wrong & a little jerk.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1847247650632224768/ZiIH4lEO_bigger.jpg,https://x.com/OmegaMegan1/status/1859146023656190225,tweet_id:1859146023656190225
YourFavoriteGuy,@guychristensen_,2024-11-20T08:05:25.000Z,True,"Palestinians are 2nd class citizens of Israel.

They are legally barred from buying or leasing a much of the land in Israel.

That land was seized through the ethnic cleansing of Palestine, in 1948 onwards. 

Just one example of discrimination they face. All backed by Israeli law",0,0,0,81,[],[],[],https://pbs.twimg.com/profile_images/1814552133112377344/N0QYLIqv_bigger.jpg,https://x.com/guychristensen_/status/1859146014575194525,tweet_id:1859146014575194525
Free Palestine Socialist Delivering Remarks,@PatrickJGoggins,2024-11-20T08:05:25.000Z,False,The CIA and Mossad will be working overtime to corrupt Taiwanese officials. A color revolution is no doubt on the drawing board.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1734363468/PGPA_logo_bigger.jpg,https://x.com/PatrickJGoggins/status/1859146014193578474,tweet_id:1859146014193578474
Muzavazi,@knowmart,2024-11-20T08:05:25.000Z,False,King of Israel,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1290322940920246276/AJf9tI0I_bigger.jpg,https://x.com/knowmart/status/1859146012805189970,tweet_id:1859146012805189970
Amr Badran,@BadranAmr,2024-11-20T08:05:25.000Z,True,"Now imagine what the #zionists did when no one watched?

Make an #album with #pictures of #Children #Killed or #Amputated in #Gaza and send it to the #people of #america and #europe with the title:

“#YourTaxMoney!”#FreePalestine#StrikeForGaza#Gaza_Genocide",0,0,0,4,"['#zionists', '#album', '#pictures', '#Children', '#Killed', '#Amputated', '#Gaza', '#people', '#america', '#europe', '#YourTaxMoney', '#FreePalestine', '#StrikeForGaza', '#Gaza', '_Genocide']",[],[],https://pbs.twimg.com/profile_images/473708327830958080/sFOFfiRR_bigger.jpeg,https://x.com/BadranAmr/status/1859146011718889867,tweet_id:1859146011718889867
Audeo S,@audioshitehawk,2024-11-20T08:05:23.000Z,False,"Systematic targeting of Gaza’s police force,  which Israel considers part of Hamas, and the release of hundreds of  prisoners from jails by the group early in the conflict have exacerbated  the chaos.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1852428659539279872/Xh1VvICs_bigger.jpg,https://x.com/audioshitehawk/status/1859146004672508372,tweet_id:1859146004672508372
SITI NO.1 HATER (FREEDOM TO PALESTINE),@dontfightaqmal,2024-11-20T08:05:23.000Z,False,In Store Acoustic Session in Ck Music BTS,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1522272815029751809/Llgc0kww_bigger.jpg,https://x.com/dontfightaqmal/status/1859146004093931720,tweet_id:1859146004093931720
Alan warr,@shiatsu_yoga,2024-11-20T08:05:21.000Z,False,Ooh Israel has a right to defend itself but nobody else does bull,0,0,0,2,[],[],['\\U0001f4a9'],https://pbs.twimg.com/profile_images/3175318476/1f47244d865f6571786bec99741cff41_bigger.jpeg,https://x.com/shiatsu_yoga/status/1859145997219491919,tweet_id:1859145997219491919
partriotic Kenyan,@fatumanurr5,2024-11-20T08:05:21.000Z,False,Israel should deport all Eritreans citizens from Israel!..,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1822939279468744704/6fPpejGD_bigger.jpg,https://x.com/fatumanurr5/status/1859145997076639890,tweet_id:1859145997076639890
A Big Jerk,@dvan9000,2024-11-20T08:05:21.000Z,False,"One minute he points at Israel as the source for evil deeds, then proceeds to promote Zionists like Trump, RFK, JD Vance, Jill Stein",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1381814239686500353/UmgRYPM8_bigger.jpg,https://x.com/dvan9000/status/1859145996166480168,tweet_id:1859145996166480168
Qayooma Qazi,@QayoomaQ308,2024-11-20T08:05:21.000Z,False,"Not at all
Down with Israel",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1715004429098004480/t78rKmxp_bigger.png,https://x.com/QayoomaQ308/status/1859145994559979765,tweet_id:1859145994559979765
Alif الف,@Kazrariz,2024-11-20T08:05:19.000Z,False,don't waste your time on Israel... this project is doomed.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1857778714194452480/6N726ezQ_bigger.jpg,https://x.com/Kazrariz/status/1859145988377575466,tweet_id:1859145988377575466
Sneak,@jjpitt43,2024-11-20T08:05:19.000Z,False,To be clear… you think Israel should have just called it even after Hamas killed 1200 Israelis? You are not serious people,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1624312489273081857/XLaDTIwo_bigger.jpg,https://x.com/jjpitt43/status/1859145987924914409,tweet_id:1859145987924914409
SEPTUES,@IsraelSeptues,2024-11-20T08:05:18.000Z,False,Sense pass Blacko new release,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1704918644461821953/Wb9_oDgb_bigger.jpg,https://x.com/IsraelSeptues/status/1859145985408340091,tweet_id:1859145985408340091
Israel,@Israel_6101,2024-11-20T08:05:17.000Z,False,Them send anything,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1741923333032046592/bGTjhcG__bigger.jpg,https://x.com/Israel_6101/status/1859145979099844765,tweet_id:1859145979099844765
Pee Palestine,@PeePalestine,2024-11-20T08:05:17.000Z,False,"Biggest question, why are these jihadis still barking in our lands after partition.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1855685250099073024/u0oNI06m_bigger.jpg,https://x.com/PeePalestine/status/1859145978869412247,tweet_id:1859145978869412247
שריף בן מימא 86,@SherefMema,2024-11-20T08:05:15.000Z,False,King of Israel,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1817695679701008384/sauMBz2o_bigger.png,https://x.com/SherefMema/status/1859145971831120184,tweet_id:1859145971831120184
Meral Hussein-Ece,@meralhece,2024-11-20T08:05:12.000Z,True,"So v sorry to hear this.

Horrifying but now routine crimes aimed at destroying civilian life in Gaza, & targeting journalists.",0,0,0,44,[],[],[],https://pbs.twimg.com/profile_images/1250057492111020033/PQneX_yi_bigger.jpg,https://x.com/meralhece/status/1859145958690336902,tweet_id:1859145958690336902
Brian,@XchangeASE,2024-11-20T08:05:12.000Z,False,She has an Israel flag in her profile pic. Who listens to that?,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1697811027499319296/utg_Shna_bigger.jpg,https://x.com/XchangeASE/status/1859145958627348683,tweet_id:1859145958627348683
Susanna,@Susanna0Hello,2024-11-20T08:05:12.000Z,True,Only ‘Palestine’ is the worst case of war that the un secretary has ever seen.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1681512745059926016/y6uJXAaz_bigger.jpg,https://x.com/Susanna0Hello/status/1859145958514204754,tweet_id:1859145958514204754
jardin,@LaPolimita,2024-11-20T08:05:11.000Z,False,Nop. Now ask for Palestine,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1825024750587973632/9tCKYAjE_bigger.jpg,https://x.com/LaPolimita/status/1859145952822546695,tweet_id:1859145952822546695
The L,@prayforthel,2024-11-20T08:05:10.000Z,False,"Judging by the fact that Israel's campaign in Gaza resulted in 45 000+ deaths (half of whom were under 18), it's pretty fair to say that the IDF behaves a lot like a terror outfit. But I would never condone torturing them, why do you approve of such treatment of combatants?",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1832876487256473600/goO7aRaq_bigger.jpg,https://x.com/prayforthel/status/1859145950981161181,tweet_id:1859145950981161181
Rawan Hijazi روان حجازي,@rhijazi,2024-11-20T08:05:05.000Z,False,"The West (US/UK/FRANCE)
Supplies Kiev with missiles and then immediately warns Russia not to escalate, to “be reasonable”. 
It watches Israel attack Iran and immediately urges iran to “show restraint “.",0,0,0,58,[],[],[],https://pbs.twimg.com/profile_images/1604975737265602561/A5vwhiqD_bigger.jpg,https://x.com/rhijazi/status/1859145929686651101,tweet_id:1859145929686651101
Tapestry - Trying to Make Sense of the Insanity,@Tapestry236,2024-11-20T08:05:04.000Z,False,"What happened to ""America First"", huh? Americans have to tighten their belts and face hardships for Israel. Is that what you're saying?

How much did AIPAC pay you to be a shill for Israel?",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1625685319512207361/bZkH7o6p_bigger.jpg,https://x.com/Tapestry236/status/1859145925341356233,tweet_id:1859145925341356233
Zeien,@Zeiein,2024-11-20T08:05:04.000Z,False,"These Amalek Edomite Kazarian Talmudic Bolshevik So-Called Jewww Lyinggg Canaanite Commie Basstardss Rhetoric is Over. Thee Saxon has Awakened in Hate, For Thee are the True Leading Tribes of Israel Who Bring True Fear on Thee. We Seethe Thee Seed of Satan Talmudic So-Called Jeww",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1844153151609331712/ioq9Nwci_bigger.jpg,https://x.com/Zeiein/status/1859145924750307759,tweet_id:1859145924750307759
freezius,@freezius13,2024-11-20T08:05:04.000Z,False,"Remove 'caucasian bloodline' from this earth OR deport them into another planet,

The doctrine of confirmed #WWIII in the world that you're seeing and scrolling will never be on trends,

I know.. masses always hates facts speakers.#Israel #Putin #Biden #Ukraine",0,0,0,22,"['#WWIII', '#Israel', '#Putin', '#Biden', '#Ukraine']",[],[],https://pbs.twimg.com/profile_images/1775189536009502720/_gH2OXqy_bigger.jpg,https://x.com/freezius13/status/1859145923378512147,tweet_id:1859145923378512147
Congo_Dandy,@BeachMaster893,2024-11-20T08:05:02.000Z,False,Israel has literally blown up American engineers and aid workers,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1586106338144182272/udAKKxYz_bigger.jpg,https://x.com/BeachMaster893/status/1859145917590647162,tweet_id:1859145917590647162
Erzsebet Gyori,@gyori99709,2024-11-20T08:05:00.000Z,False,"Yes we do . Israel help a Americans. I know . A
Just people not know . And the security system is one the Best . I see them the Airport. Unbelievable. America or other country never se them . I travel a lot ,observe, Nope . Nothing .No prevention .",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1833569356158050304/LzfthAUx_bigger.jpg,https://x.com/gyori99709/status/1859145910560731496,tweet_id:1859145910560731496
The Jerusalem Post,@Jerusalem_Post,2024-11-20T08:05:00.000Z,True,France's FM says US-led efforts have created a window of opportunity for a lasting ceasefire between Israel and Hezbollah.,0,0,0,419,[],[],[],https://pbs.twimg.com/profile_images/1650510503804907525/CO3-pK3f_bigger.jpg,https://x.com/Jerusalem_Post/status/1859145910355198027,tweet_id:1859145910355198027
petehw1,@petehw11,2024-11-20T08:05:00.000Z,False,“Slow death” vs. “Significant progress”. For whom? #Israel #Palestine #Iran,0,0,0,6,"['#Israel', '#Palestine', '#Iran']",[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1391552222941507584/w1WJT-Rb_bigger.jpg,https://x.com/petehw11/status/1859145907964449160,tweet_id:1859145907964449160
Lisa,@lisg71685,2024-11-20T08:05:00.000Z,False,Then go defend in Palestine,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/lisg71685/status/1859145906827772139,tweet_id:1859145906827772139
Shadesonacat,@legallois,2024-11-20T08:04:59.000Z,False,"What, like African poverty?  Gaza Strip poverty? Ukraine poverty?",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1728405117718642688/ASIyLPfl_bigger.jpg,https://x.com/legallois/status/1859145905577894124,tweet_id:1859145905577894124
Hinerakatauri,@AbuNajef,2024-11-20T08:04:59.000Z,False,"Look countries do not care about people. Look how many we killed in Irak, Syria, Libya, Afghanistan. Look at what Israel is doing.   Its about power.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1780857732465070081/TFeKLfo9_bigger.jpg,https://x.com/AbuNajef/status/1859145904751890763,tweet_id:1859145904751890763
chantal,@ilovbigredbus,2024-11-20T08:04:58.000Z,True,"why not israel then, if we admit Russia is committing horrors, certainly Israel then has to be for committing GENOCIDE.",0,0,0,33,[],[],[],https://pbs.twimg.com/profile_images/1578894408531038208/JjlgTXfv_bigger.jpg,https://x.com/ilovbigredbus/status/1859145902092415161,tweet_id:1859145902092415161
Amine saoura,@saoura_amine,2024-11-20T08:04:58.000Z,False,"And the World still watching without action to stop these crimes against humanity you dont undertand that Israël are the reel terrorist with all evidences  where's the international court where's the World humains Rights , where's the UNO ??????",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1665659679492415490/vsSzjacx_bigger.jpg,https://x.com/saoura_amine/status/1859145900905443535,tweet_id:1859145900905443535
Henry ||,@vestige_empire,2024-11-20T08:04:57.000Z,True,"It’s quite hard to see this happening—our tax $$$ to could be used to help the US residents, instead, it’s funding a holocaust in #Gaza",0,0,0,4,['#Gaza'],[],[],https://pbs.twimg.com/profile_images/1858275256370393088/n3ZqyEk-_bigger.jpg,https://x.com/vestige_empire/status/1859145895092404539,tweet_id:1859145895092404539
Pibby (Пиббй) ,@pibby___,2024-11-20T08:04:57.000Z,True,Now let’s look usa and Israel,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1710759801368498176/VLDXYCbv_bigger.jpg,https://x.com/pibby___/status/1859145893816987705,tweet_id:1859145893816987705
